record_id,customer_id,product_category,region,amount,is_priority,event_date,event_ts
1001,10378,books,north,239.03,false,2026-01-11,2026-01-06 04:40:00
1002,10565,electronics,south,73.59,true,2026-01-12,2026-01-06 04:47:00
1003,10089,fashion,east,42.22,false,2026-01-13,2026-01-06 04:54:00
1004,10408,grocery,west,499.80,true,2026-01-14,2026-01-06 05:01:00
1005,10737,home,central,244.55,false,2026-01-15,2026-01-06 05:08:00
1006,10421,books,north,386.89,true,2026-01-16,2026-01-06 05:15:00
1007,10844,electronics,south,291.70,false,2026-01-17,2026-01-06 05:22:00
1008,10129,fashion,east,486.47,true,2026-01-18,2026-01-06 05:29:00
1009,10658,grocery,west,46.34,false,2026-01-19,2026-01-06 05:36:00
1010,10478,home,central,343.25,true,2026-01-20,2026-01-06 05:43:00
1011,10353,books,north,72.88,false,2026-01-21,2026-01-06 05:50:00
1012,10849,electronics,south,392.33,true,2026-01-22,2026-01-06 05:57:00
1013,10656,fashion,east,298.02,false,2026-01-23,2026-01-06 06:04:00
1014,10787,grocery,west,483.47,true,2026-01-24,2026-01-06 06:11:00
1015,10444,home,central,256.40,false,2026-01-25,2026-01-06 06:18:00
1016,10890,books,north,37.15,true,2026-01-26,2026-01-06 06:25:00
1017,10128,electronics,south,263.87,false,2026-01-27,2026-01-06 06:32:00
1018,10312,fashion,east,90.68,true,2026-01-28,2026-01-06 06:39:00
1019,10331,grocery,west,468.02,false,2026-01-29,2026-01-06 06:46:00
1020,10231,home,central,179.55,true,2026-01-30,2026-01-06 06:53:00
1021,10532,books,north,448.51,false,2026-01-31,2026-01-06 07:00:00
1022,10867,electronics,south,48.64,true,2026-02-01,2026-01-06 07:07:00
1023,10202,fashion,east,321.18,false,2026-02-02,2026-01-06 07:14:00
1024,10565,grocery,west,144.48,true,2026-02-03,2026-01-06 07:21:00
1025,10641,home,central,158.38,false,2026-02-04,2026-01-06 07:28:00
1026,10547,books,north,55.78,true,2026-02-05,2026-01-06 07:35:00
1027,10657,electronics,south,92.63,false,2026-02-06,2026-01-06 07:42:00
1028,10595,fashion,east,85.56,true,2026-02-07,2026-01-06 07:49:00
1029,10675,grocery,west,315.99,false,2026-02-08,2026-01-06 07:56:00
1030,10620,home,central,175.43,true,2026-02-09,2026-01-06 08:03:00
1031,10578,books,north,30.19,false,2026-02-10,2026-01-06 08:10:00
1032,10885,electronics,south,23.90,true,2026-02-11,2026-01-06 08:17:00
1033,10047,fashion,east,474.79,false,2026-02-12,2026-01-06 08:24:00
1034,10790,grocery,west,292.62,true,2026-02-13,2026-01-06 08:31:00
1035,10667,home,central,113.30,false,2026-02-14,2026-01-06 08:38:00
1036,10586,books,north,214.13,true,2026-02-15,2026-01-06 08:45:00
1037,10655,electronics,south,24.84,false,2026-02-16,2026-01-06 08:52:00
1038,10643,fashion,east,277.33,true,2026-02-17,2026-01-06 08:59:00
1039,10658,grocery,west,478.76,false,2026-02-18,2026-01-06 09:06:00
1040,10495,home,central,129.99,true,2026-02-19,2026-01-06 09:13:00
1041,10827,books,north,345.65,false,2026-02-20,2026-01-06 09:20:00
1042,10305,electronics,south,232.24,true,2026-02-21,2026-01-06 09:27:00
1043,10706,fashion,east,39.36,false,2026-02-22,2026-01-06 09:34:00
1044,10451,grocery,west,213.65,true,2026-02-23,2026-01-06 09:41:00
1045,10476,home,central,109.97,false,2026-02-24,2026-01-06 09:48:00
1046,10622,books,north,80.40,true,2026-02-25,2026-01-06 09:55:00
1047,10883,electronics,south,362.00,false,2026-02-26,2026-01-06 10:02:00
1048,10752,fashion,east,494.13,true,2026-02-27,2026-01-06 10:09:00
1049,10354,grocery,west,487.93,false,2026-02-28,2026-01-06 10:16:00
1050,10134,home,central,382.73,true,2026-03-01,2026-01-06 10:23:00
1051,10528,books,north,285.21,false,2026-03-02,2026-01-06 10:30:00
1052,10327,electronics,south,128.45,true,2026-03-03,2026-01-06 10:37:00
1053,10126,fashion,east,141.06,false,2026-03-04,2026-01-06 10:44:00
1054,10254,grocery,west,79.03,true,2026-03-05,2026-01-06 10:51:00
1055,10052,home,central,152.20,false,2026-03-06,2026-01-06 10:58:00
1056,10394,books,north,433.44,true,2026-03-07,2026-01-06 11:05:00
1057,10429,electronics,south,131.65,false,2026-03-08,2026-01-06 11:12:00
1058,10887,fashion,east,452.13,true,2026-03-09,2026-01-06 11:19:00
1059,10834,grocery,west,170.44,false,2026-03-10,2026-01-06 11:26:00
1060,10592,home,central,363.35,true,2026-03-11,2026-01-06 11:33:00
1061,10195,books,north,383.93,false,2026-03-12,2026-01-06 11:40:00
1062,10511,electronics,south,498.03,true,2026-03-13,2026-01-06 11:47:00
1063,10479,fashion,east,254.39,false,2026-03-14,2026-01-06 11:54:00
1064,10316,grocery,west,253.71,true,2026-03-15,2026-01-06 12:01:00
1065,10093,home,central,473.16,false,2026-03-16,2026-01-06 12:08:00
1066,10518,books,north,234.04,true,2026-03-17,2026-01-06 12:15:00
1067,10247,electronics,south,115.42,false,2026-03-18,2026-01-06 12:22:00
1068,10362,fashion,east,33.84,true,2026-03-19,2026-01-06 12:29:00
1069,10289,grocery,west,252.50,false,2026-03-20,2026-01-06 12:36:00
1070,10864,home,central,330.59,true,2026-03-21,2026-01-06 12:43:00
1071,10482,books,north,150.02,false,2026-03-22,2026-01-06 12:50:00
1072,10009,electronics,south,425.11,true,2026-03-23,2026-01-06 12:57:00
1073,10442,fashion,east,75.63,false,2026-03-24,2026-01-06 13:04:00
1074,10271,grocery,west,366.48,true,2026-03-25,2026-01-06 13:11:00
1075,10783,home,central,207.59,false,2026-03-26,2026-01-06 13:18:00
1076,10047,books,north,206.28,true,2026-03-27,2026-01-06 13:25:00
1077,10584,electronics,south,285.29,false,2026-03-28,2026-01-06 13:32:00
1078,10372,fashion,east,281.08,true,2026-03-29,2026-01-06 13:39:00
1079,10076,grocery,west,199.31,false,2026-03-30,2026-01-06 13:46:00
1080,10462,home,central,384.56,true,2026-03-31,2026-01-06 13:53:00
1081,10287,books,north,414.40,false,2026-01-01,2026-01-06 14:00:00
1082,10639,electronics,south,343.40,true,2026-01-02,2026-01-06 14:07:00
1083,10122,fashion,east,73.05,false,2026-01-03,2026-01-06 14:14:00
1084,10100,grocery,west,203.01,true,2026-01-04,2026-01-06 14:21:00
1085,10814,home,central,493.53,false,2026-01-05,2026-01-06 14:28:00
1086,10572,books,north,470.08,true,2026-01-06,2026-01-06 14:35:00
1087,10774,electronics,south,80.69,false,2026-01-07,2026-01-06 14:42:00
1088,10617,fashion,east,259.47,true,2026-01-08,2026-01-06 14:49:00
1089,10513,grocery,west,29.72,false,2026-01-09,2026-01-06 14:56:00
1090,10040,home,central,77.15,true,2026-01-10,2026-01-06 15:03:00
1091,10342,books,north,403.94,false,2026-01-11,2026-01-06 15:10:00
1092,10532,electronics,south,233.92,true,2026-01-12,2026-01-06 15:17:00
1093,10621,fashion,east,447.63,false,2026-01-13,2026-01-06 15:24:00
1094,10144,grocery,west,170.70,true,2026-01-14,2026-01-06 15:31:00
1095,10628,home,central,166.08,false,2026-01-15,2026-01-06 15:38:00
1096,10403,books,north,495.40,true,2026-01-16,2026-01-06 15:45:00
1097,10758,electronics,south,422.87,false,2026-01-17,2026-01-06 15:52:00
1098,10608,fashion,east,174.82,true,2026-01-18,2026-01-06 15:59:00
1099,10849,grocery,west,259.76,false,2026-01-19,2026-01-06 16:06:00
1100,10502,home,central,357.28,true,2026-01-20,2026-01-06 16:13:00
1101,10307,books,north,242.70,false,2026-01-21,2026-01-06 16:20:00
1102,10018,electronics,south,190.50,true,2026-01-22,2026-01-06 16:27:00
1103,10690,fashion,east,63.71,false,2026-01-23,2026-01-06 16:34:00
1104,10427,grocery,west,296.01,true,2026-01-24,2026-01-06 16:41:00
1105,10816,home,central,450.40,false,2026-01-25,2026-01-06 16:48:00
1106,10894,books,north,347.14,true,2026-01-26,2026-01-06 16:55:00
1107,10028,electronics,south,302.49,false,2026-01-27,2026-01-06 17:02:00
1108,10272,fashion,east,483.86,true,2026-01-28,2026-01-06 17:09:00
1109,10802,grocery,west,486.31,false,2026-01-29,2026-01-06 17:16:00
1110,10593,home,central,293.04,true,2026-01-30,2026-01-06 17:23:00
1111,10739,books,north,35.16,false,2026-01-31,2026-01-06 17:30:00
1112,10492,electronics,south,93.55,true,2026-02-01,2026-01-06 17:37:00
1113,10645,fashion,east,363.38,false,2026-02-02,2026-01-06 17:44:00
1114,10794,grocery,west,422.17,true,2026-02-03,2026-01-06 17:51:00
1115,10152,home,central,412.61,false,2026-02-04,2026-01-06 17:58:00
1116,10249,books,north,25.47,true,2026-02-05,2026-01-06 18:05:00
1117,10718,electronics,south,63.85,false,2026-02-06,2026-01-06 18:12:00
1118,10020,fashion,east,226.11,true,2026-02-07,2026-01-06 18:19:00
1119,10429,grocery,west,84.20,false,2026-02-08,2026-01-06 18:26:00
1120,10708,home,central,109.91,true,2026-02-09,2026-01-06 18:33:00
1121,10514,books,north,389.74,false,2026-02-10,2026-01-06 18:40:00
1122,10483,electronics,south,437.68,true,2026-02-11,2026-01-06 18:47:00
1123,10754,fashion,east,366.43,false,2026-02-12,2026-01-06 18:54:00
1124,10723,grocery,west,77.66,true,2026-02-13,2026-01-06 19:01:00
1125,10213,home,central,284.83,false,2026-02-14,2026-01-06 19:08:00
1126,10679,books,north,244.40,true,2026-02-15,2026-01-06 19:15:00
1127,10386,electronics,south,163.74,false,2026-02-16,2026-01-06 19:22:00
1128,10178,fashion,east,235.24,true,2026-02-17,2026-01-06 19:29:00
1129,10546,grocery,west,177.74,false,2026-02-18,2026-01-06 19:36:00
1130,10363,home,central,341.18,true,2026-02-19,2026-01-06 19:43:00
1131,10889,books,north,363.25,false,2026-02-20,2026-01-06 19:50:00
1132,10659,electronics,south,403.79,true,2026-02-21,2026-01-06 19:57:00
1133,10271,fashion,east,308.94,false,2026-02-22,2026-01-06 20:04:00
1134,10197,grocery,west,479.10,true,2026-02-23,2026-01-06 20:11:00
1135,10286,home,central,283.46,false,2026-02-24,2026-01-06 20:18:00
1136,10231,books,north,471.33,true,2026-02-25,2026-01-06 20:25:00
1137,10305,electronics,south,387.88,false,2026-02-26,2026-01-06 20:32:00
1138,10722,fashion,east,111.57,true,2026-02-27,2026-01-06 20:39:00
1139,10722,grocery,west,249.61,false,2026-02-28,2026-01-06 20:46:00
1140,10492,home,central,180.91,true,2026-03-01,2026-01-06 20:53:00
1141,10815,books,north,363.62,false,2026-03-02,2026-01-06 21:00:00
1142,10295,electronics,south,69.72,true,2026-03-03,2026-01-06 21:07:00
1143,10693,fashion,east,276.16,false,2026-03-04,2026-01-06 21:14:00
1144,10405,grocery,west,411.00,true,2026-03-05,2026-01-06 21:21:00
1145,10792,home,central,404.26,false,2026-03-06,2026-01-06 21:28:00
1146,10298,books,north,30.61,true,2026-03-07,2026-01-06 21:35:00
1147,10732,electronics,south,48.72,false,2026-03-08,2026-01-06 21:42:00
1148,10453,fashion,east,331.43,true,2026-03-09,2026-01-06 21:49:00
1149,10766,grocery,west,244.75,false,2026-03-10,2026-01-06 21:56:00
1150,10207,home,central,415.70,true,2026-03-11,2026-01-06 22:03:00
1151,10278,books,north,467.18,false,2026-03-12,2026-01-06 22:10:00
1152,10713,electronics,south,143.09,true,2026-03-13,2026-01-06 22:17:00
1153,10112,fashion,east,311.68,false,2026-03-14,2026-01-06 22:24:00
1154,10601,grocery,west,127.25,true,2026-03-15,2026-01-06 22:31:00
1155,10052,home,central,338.22,false,2026-03-16,2026-01-06 22:38:00
1156,10544,books,north,120.58,true,2026-03-17,2026-01-06 22:45:00
1157,10239,electronics,south,35.72,false,2026-03-18,2026-01-06 22:52:00
1158,10424,fashion,east,171.84,true,2026-03-19,2026-01-06 22:59:00
1159,10484,grocery,west,59.27,false,2026-03-20,2026-01-06 23:06:00
1160,10790,home,central,77.36,true,2026-03-21,2026-01-06 23:13:00
1161,10564,books,north,489.18,false,2026-03-22,2026-01-06 23:20:00
1162,10162,electronics,south,209.38,true,2026-03-23,2026-01-06 23:27:00
1163,10900,fashion,east,243.09,false,2026-03-24,2026-01-06 23:34:00
1164,10667,grocery,west,107.73,true,2026-03-25,2026-01-06 23:41:00
1165,10295,home,central,167.37,false,2026-03-26,2026-01-06 23:48:00
1166,10662,books,north,38.99,true,2026-03-27,2026-01-06 23:55:00
1167,10788,electronics,south,53.84,false,2026-03-28,2026-01-07 00:02:00
1168,10588,fashion,east,123.79,true,2026-03-29,2026-01-07 00:09:00
1169,10757,grocery,west,364.33,false,2026-03-30,2026-01-07 00:16:00
1170,10039,home,central,457.48,true,2026-03-31,2026-01-07 00:23:00
1171,10180,books,north,214.76,false,2026-01-01,2026-01-07 00:30:00
1172,10858,electronics,south,96.14,true,2026-01-02,2026-01-07 00:37:00
1173,10038,fashion,east,498.61,false,2026-01-03,2026-01-07 00:44:00
1174,10407,grocery,west,396.10,true,2026-01-04,2026-01-07 00:51:00
1175,10191,home,central,468.94,false,2026-01-05,2026-01-07 00:58:00
